crop,microzone,soil_type,season,nitrogen,phosphorus,potassium,ph,organic_carbon,temperature_avg,temperature_min,temperature_max,humidity_avg,rainfall,rainfall_probability,forecast_rainfall,historical_seasonal_rainfall,wind_speed
sugarcane,canal_command,medium_clay_loam,kharif,236.5,92.6,140.7,8.01,0.48,27.78,19.28,33.51,66.96,1616.64,100.0,193.9,1425.0,13.4
sugarcane,well_irrigated,deep_black_vertisol,kharif,230.0,75.1,117.5,7.59,0.54,28.59,23.38,36.66,70.41,2239.96,100.0,127.6,2345.7,14.8
sugarcane,well_irrigated,medium_clay_loam,annual,244.8,87.9,135.2,7.43,0.55,32.52,27.01,40.46,84.36,1546.98,100.0,72.4,1334.9,13.5
sugarcane,canal_command,deep_black_vertisol,annual,191.2,78.1,106.1,8.15,0.45,28.65,22.3,33.73,63.11,1872.28,100.0,135.4,1889.7,11.9
sugarcane,well_irrigated,medium_clay_loam,kharif,252.5,90.7,92.5,7.76,0.64,29.18,23.12,35.06,63.29,2271.42,100.0,157.7,2054.5,12.6
sugarcane,well_irrigated,medium_clay_loam,annual,209.3,87.1,121.1,7.71,0.54,26.01,19.81,33.6,84.35,2262.35,100.0,253.1,2454.6,8.2
sugarcane,well_irrigated,medium_clay_loam,annual,200.7,65.3,144.0,8.04,0.68,30.22,23.33,35.46,76.79,2023.99,100.0,186.4,2111.8,15.9
sugarcane,well_irrigated,medium_clay_loam,kharif,216.6,67.9,101.7,7.53,0.61,31.47,24.16,37.06,80.28,2072.36,100.0,194.7,1923.1,11.1
sugarcane,canal_command,medium_clay_loam,annual,213.7,85.4,122.3,7.45,0.62,30.83,22.11,37.82,65.76,1540.11,100.0,105.3,1747.6,11.3
sugarcane,canal_command,medium_clay_loam,kharif,207.5,88.2,117.6,7.89,0.56,26.31,20.64,33.09,65.23,1544.98,100.0,183.1,1680.9,14.7
sugarcane,canal_command,medium_clay_loam,annual,245.9,63.8,128.2,7.85,0.55,32.67,25.58,38.55,71.47,2327.45,100.0,223.1,2254.3,9.4
sugarcane,well_irrigated,medium_clay_loam,kharif,255.7,65.7,118.6,8.05,0.51,30.48,22.82,36.14,74.13,2194.46,100.0,89.9,1871.2,12.0
sugarcane,well_irrigated,medium_clay_loam,annual,235.2,88.2,92.8,8.13,0.49,29.6,21.37,35.62,66.15,1862.49,100.0,150.9,1852.2,15.2
sugarcane,well_irrigated,medium_clay_loam,annual,255.4,92.1,147.1,7.92,0.54,31.51,25.51,38.77,68.96,2090.97,100.0,115.7,2353.3,9.9
sugarcane,canal_command,medium_clay_loam,kharif,264.0,86.3,103.7,8.26,0.49,30.76,24.86,37.48,77.98,2006.99,100.0,103.4,1964.9,11.4
sugarcane,canal_command,medium_clay_loam,annual,269.3,74.7,136.8,7.83,0.57,27.43,20.07,33.18,68.29,2269.53,100.0,103.7,1976.1,9.7
sugarcane,canal_command,deep_black_vertisol,annual,226.0,63.3,139.6,7.44,0.63,31.42,25.01,39.72,72.89,1916.96,100.0,136.8,1943.8,8.4
sugarcane,canal_command,deep_black_vertisol,annual,221.7,78.3,93.3,8.28,0.51,28.13,21.91,34.05,60.04,2156.41,100.0,124.9,2261.9,15.7
sugarcane,canal_command,deep_black_vertisol,annual,255.9,81.3,143.8,8.14,0.51,27.9,22.4,34.25,84.99,1865.18,100.0,96.9,1798.4,9.8
sugarcane,canal_command,medium_clay_loam,annual,250.9,65.9,136.8,7.93,0.69,26.3,20.24,33.7,67.41,2142.98,100.0,103.3,2151.9,14.1
sugarcane,canal_command,medium_clay_loam,annual,277.2,75.7,99.5,7.56,0.47,31.62,26.14,37.13,81.26,1810.14,100.0,95.2,1603.2,8.2
sugarcane,well_irrigated,medium_clay_loam,annual,236.2,93.1,119.8,7.74,0.49,31.5,23.57,38.04,60.63,2255.1,100.0,217.2,2573.2,8.1
sugarcane,canal_command,medium_clay_loam,annual,235.9,77.5,132.4,7.88,0.59,29.01,22.77,35.94,62.96,2365.36,100.0,222.8,2454.1,13.7
sugarcane,well_irrigated,medium_clay_loam,kharif,247.3,87.9,105.0,7.96,0.59,31.83,23.21,36.88,76.85,1546.65,100.0,97.5,1457.0,12.4
sugarcane,well_irrigated,deep_black_vertisol,annual,273.5,75.1,142.7,7.94,0.51,28.49,23.16,34.82,76.94,1564.9,100.0,160.9,1674.5,9.6
sugarcane,well_irrigated,deep_black_vertisol,annual,221.8,86.3,96.1,7.65,0.52,29.02,20.1,34.29,72.97,1661.43,100.0,81.5,1613.4,15.8
sugarcane,well_irrigated,medium_clay_loam,annual,238.2,67.2,121.2,7.47,0.6,29.62,21.66,37.14,73.74,2120.8,100.0,241.9,1846.2,9.2
sugarcane,well_irrigated,medium_clay_loam,annual,239.9,81.8,128.9,7.64,0.45,32.76,26.75,40.46,77.67,2049.01,100.0,126.4,2109.0,10.5
sugarcane,well_irrigated,deep_black_vertisol,annual,191.7,75.7,126.7,7.59,0.68,26.05,17.96,33.55,69.34,1545.44,100.0,128.8,1749.3,13.0
sugarcane,well_irrigated,deep_black_vertisol,kharif,264.0,66.6,130.3,8.28,0.48,26.06,19.32,31.43,78.71,2323.09,100.0,141.0,2277.4,11.5
sugarcane,canal_command,medium_clay_loam,annual,279.6,68.0,122.8,8.0,0.63,27.43,19.81,35.7,61.25,2320.37,100.0,132.8,2388.0,8.2
sugarcane,well_irrigated,medium_clay_loam,kharif,275.1,89.3,138.3,8.14,0.68,29.81,24.01,37.28,78.57,2164.13,100.0,98.4,2080.4,12.2
sugarcane,canal_command,medium_clay_loam,annual,260.0,71.7,141.9,8.22,0.66,26.25,18.1,32.89,81.84,2074.16,100.0,106.9,2250.9,14.7
sugarcane,well_irrigated,deep_black_vertisol,kharif,209.2,75.5,91.3,7.67,0.58,26.39,19.43,35.1,62.63,2188.0,100.0,202.2,2030.6,11.3
sugarcane,canal_command,medium_clay_loam,kharif,231.6,87.5,146.6,8.07,0.63,31.79,25.0,40.01,60.2,2332.1,100.0,231.8,2035.9,11.5
sugarcane,canal_command,deep_black_vertisol,kharif,210.8,92.0,147.2,7.69,0.54,29.54,20.77,38.04,62.56,1853.46,100.0,148.7,1683.2,12.4
sugarcane,canal_command,medium_clay_loam,kharif,268.4,72.1,117.7,7.77,0.45,28.07,21.23,34.72,78.05,1846.32,100.0,201.3,1864.0,11.9
sugarcane,well_irrigated,medium_clay_loam,kharif,196.1,62.9,91.1,7.55,0.67,27.69,21.27,33.11,65.56,1967.3,100.0,117.3,1706.3,12.9
sugarcane,canal_command,deep_black_vertisol,kharif,213.6,86.2,124.3,8.29,0.55,31.28,22.79,38.99,70.3,2178.24,100.0,187.4,1866.0,9.6
sugarcane,canal_command,medium_clay_loam,annual,240.6,64.1,110.2,7.53,0.62,27.44,20.88,36.03,65.11,1957.02,100.0,81.1,2128.9,11.4
sugarcane,canal_command,deep_black_vertisol,annual,220.8,91.0,103.3,8.04,0.67,31.12,23.33,39.13,71.63,2286.75,100.0,188.7,2294.0,9.6
sugarcane,well_irrigated,deep_black_vertisol,annual,268.3,76.3,94.5,7.75,0.65,32.31,26.5,37.58,81.93,1850.46,100.0,217.3,1609.8,12.3
sugarcane,canal_command,deep_black_vertisol,annual,225.0,78.0,149.4,7.61,0.69,26.3,19.51,31.58,78.23,2047.57,100.0,89.3,1955.4,13.7
sugarcane,canal_command,medium_clay_loam,kharif,201.8,83.2,119.0,7.4,0.65,31.41,24.22,36.68,79.16,2025.34,100.0,202.8,2209.4,14.3
sugarcane,well_irrigated,deep_black_vertisol,kharif,181.5,67.3,132.8,7.75,0.62,28.43,21.87,34.06,66.46,2044.87,100.0,170.4,2203.3,11.5
sugarcane,well_irrigated,deep_black_vertisol,kharif,251.6,69.5,102.1,7.68,0.51,27.5,20.8,36.14,72.68,1669.13,100.0,159.7,1610.4,8.6
sugarcane,canal_command,medium_clay_loam,kharif,275.8,75.1,123.0,7.88,0.61,31.24,25.34,38.35,80.65,1916.8,100.0,86.4,2076.0,10.2
sugarcane,well_irrigated,medium_clay_loam,annual,256.1,66.6,95.3,8.03,0.54,29.03,23.9,35.06,60.84,2291.27,100.0,193.8,1974.4,9.9
sugarcane,well_irrigated,medium_clay_loam,kharif,222.9,67.0,120.9,8.06,0.56,30.67,25.29,38.66,80.32,2136.15,100.0,137.4,2019.6,15.7
sugarcane,well_irrigated,deep_black_vertisol,annual,216.0,87.4,124.0,7.68,0.61,27.62,22.57,35.68,75.59,2186.07,100.0,233.8,2264.5,8.3
sugarcane,canal_command,medium_clay_loam,annual,221.5,74.1,113.4,7.46,0.61,31.13,23.43,36.68,74.47,2012.54,100.0,180.1,2092.9,14.9
sugarcane,canal_command,deep_black_vertisol,annual,278.1,82.7,138.3,8.04,0.6,26.37,19.55,34.07,76.94,1835.81,100.0,98.0,1836.0,15.5
sugarcane,canal_command,deep_black_vertisol,annual,277.4,62.4,123.3,8.07,0.65,28.9,23.08,34.07,74.49,1907.62,100.0,80.1,1719.6,15.6
sugarcane,well_irrigated,medium_clay_loam,annual,260.3,93.6,122.2,7.84,0.55,27.08,19.79,33.18,83.03,2024.87,100.0,138.5,1752.7,12.7
soybean,canal_command,deep_black_vertisol,kharif,30.6,47.5,45.2,7.7,0.62,29.27,23.43,37.72,85.38,449.16,37.3,53.8,385.8,17.4
soybean,canal_command,deep_black_vertisol,kharif,35.6,74.2,41.6,7.68,0.42,26.68,21.41,35.58,83.79,613.14,43.5,28.7,592.1,19.4
soybean,canal_command,deep_black_vertisol,kharif,25.3,51.9,41.7,7.21,0.43,25.34,19.75,34.23,82.46,641.94,51.6,42.4,603.3,14.4
soybean,canal_command,medium_clay_loam,kharif,23.2,52.7,38.9,7.54,0.42,25.68,17.45,31.27,72.88,616.16,43.6,28.7,613.3,11.5
soybean,well_irrigated,deep_black_vertisol,kharif,34.1,69.1,33.4,7.46,0.53,25.15,17.66,31.25,76.22,420.57,35.2,18.7,410.3,14.6
soybean,well_irrigated,medium_clay_loam,kharif,38.1,62.2,46.7,7.62,0.62,26.51,19.36,34.87,87.76,622.38,44.5,34.6,620.4,13.7
soybean,canal_command,deep_black_vertisol,kharif,32.3,59.5,51.0,7.29,0.61,27.25,20.94,34.07,82.54,431.5,40.0,34.2,450.2,12.0
soybean,canal_command,medium_clay_loam,kharif,33.8,56.2,46.5,7.11,0.54,25.48,19.37,31.36,69.21,606.43,52.0,69.2,691.9,12.9
soybean,canal_command,medium_clay_loam,kharif,23.6,56.2,49.9,7.29,0.42,28.45,20.07,36.64,69.03,568.19,44.2,34.1,527.8,12.2
soybean,well_irrigated,deep_black_vertisol,kharif,41.8,68.8,45.7,7.6,0.44,27.67,21.26,33.04,76.18,630.18,46.0,39.9,574.9,10.4
soybean,canal_command,deep_black_vertisol,kharif,42.7,59.0,41.7,7.61,0.44,27.9,21.18,35.29,87.99,592.36,42.9,25.1,539.8,14.0
soybean,well_irrigated,deep_black_vertisol,kharif,32.8,63.5,52.8,7.41,0.53,24.4,19.26,31.61,75.08,609.8,47.3,25.6,600.5,11.6
soybean,well_irrigated,medium_clay_loam,kharif,21.2,66.7,32.8,7.49,0.47,25.39,18.87,33.59,74.02,587.69,41.2,55.4,599.3,11.3
soybean,well_irrigated,medium_clay_loam,kharif,29.7,47.0,30.5,7.66,0.53,30.2,24.26,36.58,65.69,640.37,51.1,73.4,595.3,16.7
soybean,well_irrigated,medium_clay_loam,kharif,37.0,54.5,51.2,7.76,0.62,29.91,23.8,36.04,87.16,402.57,33.7,48.0,379.9,17.2
soybean,well_irrigated,medium_clay_loam,kharif,22.0,58.3,36.5,7.27,0.61,31.48,25.74,37.97,86.36,415.45,37.0,22.0,427.3,10.9
soybean,canal_command,deep_black_vertisol,kharif,44.2,58.4,42.5,7.2,0.52,29.3,21.29,37.31,78.29,626.09,43.2,45.2,698.3,18.2
soybean,canal_command,medium_clay_loam,kharif,42.7,54.4,47.3,7.22,0.45,25.48,19.11,32.2,84.11,429.97,39.2,35.5,402.6,17.3
soybean,well_irrigated,medium_clay_loam,kharif,27.5,62.9,40.8,7.13,0.43,28.37,19.76,34.75,81.86,564.67,43.4,52.3,632.2,19.3
soybean,canal_command,medium_clay_loam,kharif,28.2,45.3,50.7,7.64,0.43,28.61,21.76,34.09,87.55,453.67,39.1,39.7,486.2,10.7
soybean,canal_command,deep_black_vertisol,kharif,36.5,61.0,32.6,7.14,0.54,26.37,17.62,34.65,87.62,464.92,27.2,20.5,402.5,19.7
soybean,canal_command,deep_black_vertisol,kharif,31.4,51.8,45.3,7.2,0.54,26.87,18.58,35.16,75.98,487.7,33.1,50.9,462.6,13.6
soybean,canal_command,deep_black_vertisol,kharif,22.1,59.0,42.1,7.67,0.46,27.05,18.81,35.34,73.85,514.78,39.4,42.5,442.6,13.0
soybean,well_irrigated,medium_clay_loam,kharif,30.2,49.8,46.4,7.78,0.54,29.72,24.44,36.39,67.68,553.2,43.3,51.4,483.0,19.4
soybean,well_irrigated,medium_clay_loam,kharif,33.8,57.1,50.8,7.65,0.55,26.99,20.97,32.41,73.16,503.29,35.5,36.0,455.2,16.8
soybean,well_irrigated,medium_clay_loam,kharif,40.7,46.3,40.5,7.13,0.62,28.46,22.53,35.47,81.82,639.53,48.8,70.9,722.9,12.2
soybean,well_irrigated,deep_black_vertisol,kharif,35.9,63.9,40.1,7.6,0.53,29.42,22.71,37.35,83.96,436.61,37.5,32.5,420.8,18.3
soybean,well_irrigated,medium_clay_loam,kharif,26.3,70.3,42.1,7.41,0.48,28.58,22.28,33.74,71.26,401.59,30.7,47.1,389.0,19.8
soybean,well_irrigated,deep_black_vertisol,kharif,28.6,65.1,50.1,7.76,0.5,30.27,24.2,39.23,65.59,550.88,38.4,63.4,498.2,16.6
soybean,well_irrigated,deep_black_vertisol,kharif,25.6,54.2,43.7,7.33,0.44,25.37,18.69,33.4,85.65,421.03,33.0,20.2,360.0,13.9
soybean,canal_command,deep_black_vertisol,kharif,35.1,49.9,35.8,7.02,0.61,31.8,26.26,37.72,84.97,631.62,39.7,26.7,647.4,14.2
soybean,canal_command,deep_black_vertisol,kharif,39.7,54.2,31.0,7.47,0.5,31.79,24.61,37.89,81.32,467.87,40.4,32.7,474.9,19.0
soybean,canal_command,medium_clay_loam,kharif,30.7,70.0,50.1,7.18,0.46,30.54,21.82,35.92,75.35,484.36,24.7,32.3,469.0,18.7
soybean,canal_command,medium_clay_loam,kharif,24.0,62.2,50.1,7.61,0.44,25.19,19.12,31.64,74.39,569.92,41.2,24.4,551.4,10.6
soybean,well_irrigated,medium_clay_loam,kharif,24.8,64.2,36.5,7.71,0.62,26.38,20.46,33.02,70.53,568.1,46.5,40.8,509.5,18.3
soybean,canal_command,deep_black_vertisol,kharif,29.0,65.1,36.8,7.06,0.65,25.25,16.3,34.16,83.26,564.86,44.5,61.7,529.2,15.8
soybean,well_irrigated,medium_clay_loam,kharif,35.5,57.3,40.7,7.26,0.54,30.8,25.0,39.54,80.85,605.82,41.6,61.3,560.9,15.6
soybean,canal_command,medium_clay_loam,kharif,22.6,48.8,54.5,7.54,0.61,26.59,18.89,33.97,78.87,570.63,40.1,42.4,532.3,15.8
soybean,well_irrigated,medium_clay_loam,kharif,25.7,65.8,35.8,7.5,0.59,25.75,20.51,31.27,78.94,612.36,42.5,47.9,691.1,10.4
soybean,canal_command,deep_black_vertisol,kharif,31.6,45.4,32.0,7.21,0.41,29.05,22.35,36.24,69.02,473.98,40.5,55.6,410.1,16.6
soybean,canal_command,deep_black_vertisol,kharif,34.4,61.9,42.5,7.06,0.42,28.81,22.44,37.48,74.35,435.82,33.6,41.8,488.2,17.1
soybean,well_irrigated,medium_clay_loam,kharif,36.9,65.4,53.6,7.24,0.4,26.18,20.3,33.82,79.58,548.37,33.7,53.9,519.3,10.2
soybean,well_irrigated,deep_black_vertisol,kharif,33.9,55.3,33.4,7.08,0.61,31.35,23.75,36.76,74.25,582.23,40.0,35.1,497.2,17.8
soybean,well_irrigated,medium_clay_loam,kharif,41.3,73.7,44.1,7.41,0.42,28.39,21.87,35.82,73.94,460.07,39.9,30.0,404.4,10.9
soybean,well_irrigated,deep_black_vertisol,kharif,44.7,58.3,43.3,7.7,0.65,28.66,20.41,34.97,72.03,500.68,32.9,25.4,520.6,16.7
soybean,well_irrigated,deep_black_vertisol,kharif,34.5,65.8,47.5,7.6,0.62,28.0,20.08,35.48,69.29,406.42,35.0,30.7,420.7,12.8
soybean,canal_command,deep_black_vertisol,kharif,24.9,48.8,54.1,7.09,0.52,28.68,21.52,34.03,66.31,426.37,25.8,38.8,467.3,15.9
soybean,canal_command,medium_clay_loam,kharif,32.5,65.7,36.3,7.25,0.55,31.18,22.94,38.52,81.8,491.21,37.9,38.0,445.5,16.4
soybean,canal_command,medium_clay_loam,kharif,33.9,55.8,52.8,7.02,0.48,24.46,16.39,32.26,72.62,568.92,41.5,41.5,643.1,14.0
soybean,well_irrigated,deep_black_vertisol,kharif,23.0,62.5,54.2,7.3,0.42,26.71,19.69,32.36,80.14,649.44,55.1,44.4,630.1,14.5
soybean,well_irrigated,medium_clay_loam,kharif,42.1,57.4,39.7,7.53,0.51,29.19,23.94,37.44,86.63,562.19,41.9,49.6,576.0,19.5
soybean,canal_command,deep_black_vertisol,kharif,28.5,48.8,39.8,7.13,0.58,25.67,20.44,32.88,78.69,617.98,41.6,41.8,674.2,15.8
soybean,canal_command,medium_clay_loam,kharif,22.0,62.0,52.7,7.32,0.47,25.15,19.54,31.88,78.7,420.15,33.5,44.7,367.2,19.4
soybean,well_irrigated,medium_clay_loam,kharif,35.8,69.9,49.6,7.22,0.64,24.99,16.49,33.88,69.07,580.52,49.5,42.0,583.4,10.4
soybean,well_irrigated,medium_clay_loam,kharif,43.4,65.2,42.0,7.65,0.64,24.18,15.25,29.52,83.73,470.08,43.2,33.1,407.3,11.3
soybean,well_irrigated,deep_black_vertisol,kharif,42.6,56.5,35.4,7.35,0.41,30.56,22.26,37.92,73.12,599.95,41.7,63.6,623.6,15.5
soybean,well_irrigated,deep_black_vertisol,kharif,35.0,57.4,53.9,7.43,0.55,25.76,18.26,33.05,69.25,414.9,31.7,24.1,435.6,16.0
soybean,well_irrigated,deep_black_vertisol,kharif,31.0,49.9,34.6,7.16,0.5,24.41,17.82,31.46,76.12,495.7,43.5,25.6,496.5,18.4
soybean,well_irrigated,deep_black_vertisol,kharif,21.8,62.2,44.2,7.7,0.54,31.68,26.48,37.07,66.01,446.32,31.8,51.6,492.1,15.4
soybean,canal_command,deep_black_vertisol,kharif,21.9,50.1,33.2,7.1,0.53,25.97,19.53,34.92,80.74,637.25,48.3,45.0,647.7,11.4
soybean,canal_command,deep_black_vertisol,kharif,20.1,65.1,46.0,7.33,0.52,27.32,22.23,33.67,69.07,424.61,38.0,27.7,411.0,19.6
soybean,well_irrigated,deep_black_vertisol,kharif,22.4,50.4,49.9,7.54,0.54,27.8,19.11,33.09,71.45,487.48,39.2,58.2,449.6,17.8
soybean,canal_command,medium_clay_loam,kharif,40.8,51.7,40.0,7.33,0.64,25.45,17.25,31.78,81.81,505.0,39.6,55.2,438.3,15.8
soybean,canal_command,deep_black_vertisol,kharif,23.5,57.5,43.7,7.32,0.53,31.97,26.43,39.67,74.11,433.25,34.4,50.2,482.6,11.6
soybean,canal_command,deep_black_vertisol,kharif,44.8,51.2,38.9,7.54,0.52,27.35,20.92,34.72,78.24,440.36,41.4,25.0,472.4,14.7
soybean,canal_command,deep_black_vertisol,kharif,28.9,68.4,44.1,7.21,0.57,28.54,20.35,36.48,79.03,522.04,45.5,31.8,509.4,11.3
soybean,well_irrigated,medium_clay_loam,kharif,32.8,53.6,30.2,7.4,0.47,29.88,24.78,37.22,86.65,443.6,34.2,37.3,431.3,14.7
soybean,well_irrigated,deep_black_vertisol,kharif,42.4,50.9,30.6,7.69,0.54,31.13,23.74,39.37,74.88,587.46,41.0,50.4,531.2,19.1
soybean,canal_command,medium_clay_loam,kharif,25.0,52.4,37.7,7.44,0.55,27.41,19.95,32.74,67.02,442.96,30.4,31.9,484.4,15.2
soybean,well_irrigated,medium_clay_loam,kharif,36.2,65.1,50.0,7.75,0.41,25.23,16.69,32.06,77.99,565.76,38.8,64.8,650.1,16.8
soybean,canal_command,deep_black_vertisol,kharif,27.2,71.4,31.2,7.18,0.62,26.05,20.17,31.6,84.76,525.01,42.5,52.9,495.5,16.7
soybean,canal_command,medium_clay_loam,kharif,25.2,74.3,46.1,7.75,0.48,30.26,22.19,38.02,87.21,498.39,34.2,46.7,532.7,11.3
soybean,well_irrigated,medium_clay_loam,kharif,25.2,60.1,37.8,7.34,0.56,29.96,24.03,36.58,71.19,449.66,32.8,45.0,503.2,17.8
soybean,well_irrigated,medium_clay_loam,kharif,24.6,73.7,39.4,7.27,0.42,27.89,22.45,33.88,72.29,602.21,48.1,38.7,667.0,18.8
soybean,well_irrigated,medium_clay_loam,kharif,39.1,49.4,47.3,7.76,0.57,26.65,19.65,34.24,76.74,429.99,33.7,21.9,488.3,13.1
soybean,well_irrigated,medium_clay_loam,kharif,36.6,67.6,50.3,7.76,0.48,30.87,25.34,38.69,82.07,569.43,44.0,62.5,512.9,12.5
soybean,canal_command,deep_black_vertisol,kharif,37.9,59.3,51.2,7.31,0.44,30.69,23.5,36.45,81.57,527.78,44.7,56.1,560.9,16.0
soybean,canal_command,deep_black_vertisol,kharif,41.0,65.1,47.4,7.29,0.62,29.8,24.35,36.43,85.39,411.8,30.3,38.8,428.0,19.6
soybean,canal_command,deep_black_vertisol,kharif,26.2,73.3,37.5,7.62,0.5,25.11,20.07,32.29,87.44,492.28,38.0,37.0,548.4,13.6
soybean,well_irrigated,medium_clay_loam,kharif,32.7,49.2,54.6,7.2,0.42,29.31,21.92,35.97,74.71,596.27,36.2,63.0,622.9,12.0
soybean,well_irrigated,deep_black_vertisol,kharif,31.5,52.7,48.8,7.41,0.48,28.77,19.79,35.51,86.18,486.25,35.0,28.0,413.3,10.5
soybean,canal_command,medium_clay_loam,kharif,41.1,67.3,34.2,7.1,0.42,29.79,21.08,36.51,67.74,528.1,34.2,37.0,547.3,13.5
soybean,canal_command,medium_clay_loam,kharif,22.8,46.1,54.9,7.19,0.41,25.52,20.36,32.09,83.46,485.31,36.8,52.9,538.6,14.4
soybean,well_irrigated,medium_clay_loam,kharif,39.5,58.8,54.7,7.39,0.65,30.04,24.04,37.19,87.82,614.38,54.2,59.3,585.9,11.0
soybean,well_irrigated,deep_black_vertisol,kharif,30.1,52.0,50.5,7.27,0.61,24.0,17.77,29.97,70.37,417.05,24.2,30.6,401.6,11.9
soybean,canal_command,deep_black_vertisol,kharif,42.6,59.8,38.3,7.09,0.64,24.48,18.29,30.67,72.37,441.07,35.0,22.0,458.9,17.8
soybean,well_irrigated,deep_black_vertisol,kharif,21.8,72.3,34.8,7.66,0.54,24.62,15.8,30.61,84.77,442.2,33.2,44.9,499.9,18.5
soybean,well_irrigated,deep_black_vertisol,kharif,40.5,71.6,35.0,7.23,0.47,27.02,20.44,34.19,68.68,572.81,41.7,37.1,573.4,11.7
soybean,canal_command,medium_clay_loam,kharif,38.5,64.4,33.9,7.44,0.42,27.02,20.36,32.18,71.3,638.91,46.4,34.7,618.3,19.5
soybean,well_irrigated,deep_black_vertisol,kharif,23.5,67.9,32.7,7.79,0.5,30.2,23.83,37.71,69.42,436.51,32.2,49.5,487.2,19.4
soybean,canal_command,deep_black_vertisol,kharif,40.2,47.1,38.4,7.25,0.56,26.85,21.25,34.23,83.73,495.53,34.7,31.7,516.8,11.3
soybean,canal_command,medium_clay_loam,kharif,37.4,55.9,50.6,7.16,0.52,30.41,24.69,35.85,85.32,485.73,33.6,20.4,513.4,16.8
soybean,well_irrigated,deep_black_vertisol,kharif,21.4,63.3,36.0,7.31,0.42,25.18,18.99,30.54,85.95,401.51,28.6,45.8,360.8,14.8
soybean,canal_command,medium_clay_loam,kharif,25.1,67.2,43.7,7.71,0.54,28.28,22.49,33.94,86.08,481.96,33.2,48.6,458.7,13.7
soybean,canal_command,deep_black_vertisol,kharif,38.4,62.9,52.0,7.04,0.46,27.72,21.81,35.7,86.14,505.94,37.7,40.0,483.4,13.4
soybean,canal_command,deep_black_vertisol,kharif,34.2,67.9,50.3,7.27,0.51,30.79,24.33,38.96,86.64,555.8,43.8,58.0,613.3,17.4
soybean,canal_command,deep_black_vertisol,kharif,21.3,57.1,46.8,7.36,0.59,26.86,19.32,32.6,82.24,536.42,44.3,42.2,490.7,12.0
soybean,canal_command,medium_clay_loam,kharif,37.9,73.7,40.7,7.38,0.62,28.2,20.37,34.21,75.27,430.86,28.9,17.3,371.3,12.1
soybean,well_irrigated,deep_black_vertisol,kharif,26.1,64.9,51.0,7.44,0.44,29.82,22.42,37.75,82.7,643.85,53.3,29.3,720.6,15.7
soybean,canal_command,medium_clay_loam,kharif,28.2,69.5,44.9,7.31,0.52,30.84,24.48,39.31,67.03,594.2,39.2,32.4,581.8,18.5
soybean,canal_command,deep_black_vertisol,kharif,37.7,61.1,45.9,7.16,0.45,24.33,18.04,31.57,84.73,566.73,42.7,34.4,490.7,14.4
soybean,canal_command,deep_black_vertisol,kharif,23.0,54.1,43.3,7.45,0.55,25.33,18.81,32.8,87.31,581.91,46.7,58.8,597.9,19.2
soybean,canal_command,deep_black_vertisol,kharif,36.7,63.7,45.1,7.39,0.53,26.68,19.6,32.47,83.52,446.44,41.2,33.5,416.5,10.8
soybean,well_irrigated,medium_clay_loam,kharif,28.7,73.0,53.1,7.4,0.48,29.9,24.75,36.8,72.74,630.13,44.2,53.1,675.6,10.1
soybean,canal_command,deep_black_vertisol,kharif,22.1,74.2,43.0,7.49,0.46,27.87,21.15,33.17,67.44,609.37,45.8,61.9,529.3,12.4
soybean,canal_command,deep_black_vertisol,kharif,23.0,46.1,31.3,7.67,0.43,24.36,17.61,32.74,71.04,505.43,32.3,38.4,517.2,10.4
soybean,canal_command,medium_clay_loam,kharif,28.3,54.5,32.7,7.29,0.42,30.13,21.27,39.01,84.9,550.2,44.7,42.1,547.2,17.0
soybean,well_irrigated,deep_black_vertisol,kharif,27.0,54.5,53.1,7.04,0.52,31.3,23.86,38.49,70.74,485.82,30.8,41.2,488.0,18.5
soybean,canal_command,medium_clay_loam,kharif,20.4,73.9,39.4,7.48,0.42,29.46,20.73,36.77,67.9,545.43,44.8,50.1,610.8,17.7
soybean,well_irrigated,deep_black_vertisol,kharif,23.3,54.3,35.0,7.73,0.59,29.41,23.21,35.15,82.4,518.54,37.9,46.3,447.0,12.3
soybean,well_irrigated,deep_black_vertisol,kharif,31.7,49.4,54.6,7.17,0.43,25.63,17.55,32.33,78.0,405.25,35.6,44.9,355.0,10.3
soybean,canal_command,deep_black_vertisol,kharif,42.8,56.6,50.7,7.11,0.63,30.01,21.25,37.72,73.36,634.55,46.7,42.2,672.8,12.8
soybean,canal_command,deep_black_vertisol,kharif,43.2,51.1,49.9,7.59,0.42,27.1,20.97,33.32,87.61,560.69,41.8,58.4,549.7,17.2
soybean,well_irrigated,deep_black_vertisol,kharif,24.5,73.4,35.5,7.26,0.59,27.15,19.72,33.93,82.07,457.08,35.3,29.3,453.6,10.6
soybean,well_irrigated,medium_clay_loam,kharif,28.9,57.0,31.4,7.47,0.62,25.21,17.82,32.87,74.64,575.27,42.2,54.8,603.1,14.1
soybean,well_irrigated,deep_black_vertisol,kharif,29.2,74.4,40.5,7.4,0.63,29.74,22.41,37.93,84.88,514.22,38.6,36.5,586.2,14.8
soybean,canal_command,deep_black_vertisol,kharif,22.1,70.9,42.0,7.06,0.54,27.34,18.83,33.15,84.01,539.42,40.5,34.1,534.5,10.5
soybean,well_irrigated,deep_black_vertisol,kharif,27.6,50.8,33.2,7.24,0.6,27.77,21.86,33.44,72.65,634.98,49.5,75.6,632.2,13.4
